Can_Ens	Hum_Symb
ENSCAFG00000010479	FAM118B
ENSCAFG00000019689	LUC7L
ENSCAFG00000002329	COA5
ENSCAFG00000032071	EIF1AX
ENSCAFG00000017644	GALNT10
ENSCAFG00000016984	PER1
ENSCAFG00000016502	LRRC71
ENSCAFG00000009762	ACAD8
ENSCAFG00000003653	PREP
ENSCAFG00000015749	DNAJC7
ENSCAFG00000014681	MSANTD1
ENSCAFG00000003472	TSPAN12
ENSCAFG00000017886	ELAC2
ENSCAFG00000005174	DNAJB6
ENSCAFG00000019035	MRPL37
ENSCAFG00000013017	CYB561
ENSCAFG00000019422	TNFRSF14
ENSCAFG00000009553	CRACR2B
ENSCAFG00000015333	NPTX2
ENSCAFG00000000133	WDR7
ENSCAFG00000000242	PHYKPL
ENSCAFG00000020134	LRSAM1
ENSCAFG00000004125	KMT2E
ENSCAFG00000002960	SYT3
ENSCAFG00000018330	LIG3
ENSCAFG00000012049	IPO4
ENSCAFG00000018009	ATG4A
ENSCAFG00000008959	RIPK2
ENSCAFG00000018213	EIF5
ENSCAFG00000009461	PHYHIP
ENSCAFG00000005682	NGLY1
ENSCAFG00000017405	RGL3
ENSCAFG00000001635	MLLT3
ENSCAFG00000017340	TOM1L1
ENSCAFG00000001459	CEP41
ENSCAFG00000004802	KBTBD6
ENSCAFG00000030020	SIGMAR1
ENSCAFG00000004805	WBP4
ENSCAFG00000020392	RABGGTB
ENSCAFG00000014960	ATP8B4
ENSCAFG00000031036	E2F3
ENSCAFG00000011345	ITPR2
ENSCAFG00000010651	TUSC2
ENSCAFG00000005775	BIRC6
ENSCAFG00000009577	RPAP1
ENSCAFG00000010111	GBAS
ENSCAFG00000018042	SNX33
ENSCAFG00000004889	SCTR
ENSCAFG00000007163	NDUFAF2
ENSCAFG00000019818	VPS9D1
ENSCAFG00000007315	QSER1
ENSCAFG00000009797	STAT1
ENSCAFG00000016173	THRA
ENSCAFG00000000411	MRPS18B
ENSCAFG00000029506	GLO1
ENSCAFG00000029471	CLIC2
ENSCAFG00000023629	BSCL2
ENSCAFG00000015054	MMP1
ENSCAFG00000000765	AGPAT4
ENSCAFG00000003971	FAM83E
ENSCAFG00000016070	DAGLA
ENSCAFG00000013401	YBX3
ENSCAFG00000007746	PRIMPOL
ENSCAFG00000015545	SUV39H1
ENSCAFG00000003981	SULT2B1
ENSCAFG00000020136	RPL12
ENSCAFG00000019069	SMAD7
ENSCAFG00000014854	CNTNAP1
ENSCAFG00000024497	LMTK3
ENSCAFG00000009047	PAPD4
ENSCAFG00000009587	BMP1
ENSCAFG00000004787	CASKIN2
ENSCAFG00000019053	CYB5RL
ENSCAFG00000004163	HMCES
ENSCAFG00000001386	BRPF3
ENSCAFG00000002858	DBNL
ENSCAFG00000009722	TOX3
ENSCAFG00000015246	PLD1
ENSCAFG00000013345	TRA2B
ENSCAFG00000009325	WDR75
ENSCAFG00000007528	ITCH
ENSCAFG00000000026	CYB5A
ENSCAFG00000010077	LSP1
ENSCAFG00000007168	ZSWIM6
ENSCAFG00000015161	CAMK2G
ENSCAFG00000011620	FANCI
ENSCAFG00000002794	TMPRSS11D
ENSCAFG00000018865	RSL1D1
ENSCAFG00000002025	GCC2
ENSCAFG00000024385	GPR56
ENSCAFG00000030747	RGS19
ENSCAFG00000003397	TFEC
ENSCAFG00000007851	HMGB2
ENSCAFG00000011930	CCNDBP1
ENSCAFG00000007103	ANAPC1
ENSCAFG00000000567	PABPC1
ENSCAFG00000016856	STK10
ENSCAFG00000020393	ACADM
ENSCAFG00000003219	SPRED2
ENSCAFG00000011914	CSTF1
ENSCAFG00000012612	GORASP2
ENSCAFG00000019819	SPATA2L
ENSCAFG00000017808	NPTN
ENSCAFG00000004533	TPT1
ENSCAFG00000012539	ABHD11
ENSCAFG00000010508	NDUFV3
ENSCAFG00000019820	CDK10
ENSCAFG00000007519	PPIP5K2
ENSCAFG00000017062	SLC50A1
ENSCAFG00000015670	PTEN
ENSCAFG00000013688	USP28
ENSCAFG00000017673	EARS2
ENSCAFG00000006944	SLC7A2
ENSCAFG00000010956	PEF1
ENSCAFG00000009046	TPCN1
ENSCAFG00000007566	ANAPC10
ENSCAFG00000013122	MAGI3
ENSCAFG00000016793	ZNF646
ENSCAFG00000014682	HTT
ENSCAFG00000011371	LIX1L
ENSCAFG00000005969	TRMT6
ENSCAFG00000015680	MYO5C
ENSCAFG00000017012	MLH3
ENSCAFG00000010245	METTL15
ENSCAFG00000007982	PTCD2
ENSCAFG00000006789	NSFL1C
ENSCAFG00000019076	CTIF
ENSCAFG00000030464	NHEJ1
ENSCAFG00000001946	GALT
ENSCAFG00000016612	ZNF668
ENSCAFG00000000667	FNDC1
ENSCAFG00000006529	TMPO
ENSCAFG00000014686	VIL1
ENSCAFG00000032060	RAB11B
ENSCAFG00000004862	DPH2
ENSCAFG00000018343	TMEM132E
ENSCAFG00000014295	SMC4
ENSCAFG00000000094	LMAN1
ENSCAFG00000031128	B4GALT3
ENSCAFG00000031572	FAM212A
ENSCAFG00000015053	C11orf84
ENSCAFG00000013600	PTH1R
ENSCAFG00000007203	GGH
ENSCAFG00000018439	ITGA1
ENSCAFG00000010089	FAM173B
ENSCAFG00000009247	WDFY3
ENSCAFG00000009481	SEMA3G
ENSCAFG00000011722	CD34
ENSCAFG00000010621	RRP1B
ENSCAFG00000018257	MARK3
ENSCAFG00000017453	INTS3
ENSCAFG00000016695	SPON2
ENSCAFG00000032076	PDCD7
ENSCAFG00000030120	CSPG4
ENSCAFG00000000260	IFNGR1
ENSCAFG00000016787	STX4
ENSCAFG00000017347	COX11
ENSCAFG00000019056	TCEANC2
ENSCAFG00000008704	THBS1
ENSCAFG00000004853	CHPF2
ENSCAFG00000010102	SEMA5A
ENSCAFG00000014076	CTSH
ENSCAFG00000019008	C19orf10
ENSCAFG00000003233	MEIS1
ENSCAFG00000003591	C5
ENSCAFG00000024571	GABRA4
ENSCAFG00000018384	SLC25A5
ENSCAFG00000004255	COPG1
ENSCAFG00000023613	ANKRD54
ENSCAFG00000008279	PTPRJ
ENSCAFG00000009419	NDUFAF6
ENSCAFG00000018016	COL4A6
ENSCAFG00000013069	BACE1
ENSCAFG00000017349	STXBP4
ENSCAFG00000003828	ZBTB24
ENSCAFG00000007597	ABCE1
ENSCAFG00000012543	ATRIP
ENSCAFG00000004630	FBXL2
ENSCAFG00000005694	NAP1L1
ENSCAFG00000017677	GGA2
ENSCAFG00000019064	TMEM59
ENSCAFG00000004009	GRWD1
ENSCAFG00000014949	PRRC2C
ENSCAFG00000003301	SNIP1
ENSCAFG00000000197	COMMD10
ENSCAFG00000005383	TTC5
ENSCAFG00000014535	GPC2
ENSCAFG00000012998	ACE
ENSCAFG00000002732	CTPS1
ENSCAFG00000017252	ATRX
ENSCAFG00000013740	MAP2
ENSCAFG00000001856	STEAP4
ENSCAFG00000006730	TTC17
ENSCAFG00000010791	ANKRD44
ENSCAFG00000005617	ARL8B
ENSCAFG00000003706	RAB33B
ENSCAFG00000013294	SKA1
ENSCAFG00000006370	HGF
ENSCAFG00000003716	NAA15
ENSCAFG00000013247	PRR14L
ENSCAFG00000012295	SYCP2
ENSCAFG00000031732	WFDC3
ENSCAFG00000001891	UBAP2
ENSCAFG00000015009	MAST3
ENSCAFG00000000969	HSF2
ENSCAFG00000029165	VMA21
ENSCAFG00000020333	PSMB10
ENSCAFG00000030417	STX3
ENSCAFG00000000670	RIMS2
ENSCAFG00000010488	RPUSD4
ENSCAFG00000004109	FAM120B
ENSCAFG00000023924	CD151
ENSCAFG00000032493	HIC2
ENSCAFG00000006522	B3GALTL
ENSCAFG00000006769	CYB5R2
ENSCAFG00000010329	OSBPL5
ENSCAFG00000007325	PRRG4
ENSCAFG00000005918	ITGBL1
ENSCAFG00000001013	SREBF2
ENSCAFG00000006240	MCF2L
ENSCAFG00000004083	CCDC82
ENSCAFG00000018876	ZC3H7A
ENSCAFG00000012472	PDE5A
ENSCAFG00000002089	CD2AP
ENSCAFG00000009820	NOS1
ENSCAFG00000006262	DNAJC13
ENSCAFG00000010223	PRDM15
ENSCAFG00000032206	OGFRL1
ENSCAFG00000019510	UAP1L1
ENSCAFG00000016130	ILVBL
ENSCAFG00000013228	CNKSR2
ENSCAFG00000011002	TINAGL1
ENSCAFG00000010250	KIF21A
ENSCAFG00000004865	SMARCD3
ENSCAFG00000014783	PAOX
ENSCAFG00000006229	PCDH1
ENSCAFG00000006538	HSPH1
ENSCAFG00000031353	BST2
ENSCAFG00000015321	FBXL5
ENSCAFG00000003103	RRAGD
ENSCAFG00000012569	CD84
ENSCAFG00000000318	PLAGL1
ENSCAFG00000011920	CASS4
ENSCAFG00000024205	CCL13
ENSCAFG00000007784	SH2D6
ENSCAFG00000001889	GABRB1
ENSCAFG00000005621	BHLHE40
ENSCAFG00000017131	CLPX
ENSCAFG00000003383	ADAM17
ENSCAFG00000019822	CHMP1A
ENSCAFG00000000184	MOXD1
ENSCAFG00000019423	FAM213B
ENSCAFG00000009733	DNTTIP1
ENSCAFG00000004835	TRIM54
ENSCAFG00000017820	CD276
ENSCAFG00000017106	GCDH
ENSCAFG00000001497	KLHDC10
ENSCAFG00000016281	F12
ENSCAFG00000012303	LRRFIP1
ENSCAFG00000023928	CCL8
ENSCAFG00000009074	HOMER1
ENSCAFG00000008302	MEF2C
ENSCAFG00000013350	SIPA1
ENSCAFG00000011720	ASPHD2
ENSCAFG00000006777	ADAMTS9
ENSCAFG00000013287	MAPK4
ENSCAFG00000006029	CAPN7
ENSCAFG00000017428	SWSAP1
ENSCAFG00000010167	MX2
ENSCAFG00000007609	MRVI1
ENSCAFG00000000385	KATNA1
ENSCAFG00000028933	IGSF8
ENSCAFG00000004627	MAPRE3
ENSCAFG00000013963	BCO2
ENSCAFG00000019011	TNFAIP8L1
ENSCAFG00000017174	ATXN2L
ENSCAFG00000016847	PMF1
ENSCAFG00000013347	LRIG2
ENSCAFG00000019531	MUM1
ENSCAFG00000000060	ITGA7
ENSCAFG00000010517	SLC35A5
ENSCAFG00000009103	VDR
ENSCAFG00000012530	PTPN14
ENSCAFG00000019642	TMLHE
ENSCAFG00000018515	MARCH2
ENSCAFG00000006236	KIAA0141
ENSCAFG00000003481	ING3
ENSCAFG00000013602	PBLD
ENSCAFG00000013420	ETV5
ENSCAFG00000001512	TMPRSS6
ENSCAFG00000012521	TLK1
ENSCAFG00000011840	SYT12
ENSCAFG00000014548	FBN1
ENSCAFG00000017069	EFNA1
ENSCAFG00000007199	KRT8
ENSCAFG00000014102	ADAM11
ENSCAFG00000031585	ZNF34
ENSCAFG00000032569	RBP1
ENSCAFG00000030851	HLF
ENSCAFG00000010499	CDON
ENSCAFG00000015061	C11orf95
ENSCAFG00000015351	BAIAP2L1
ENSCAFG00000019014	SEMA6B
ENSCAFG00000008519	RTKN
ENSCAFG00000018816	RAI14
ENSCAFG00000018349	CCL2
ENSCAFG00000015064	RTN3
ENSCAFG00000004817	ELF1
ENSCAFG00000009020	ARL13B
ENSCAFG00000003751	CC2D1B
ENSCAFG00000019447	MMEL1
ENSCAFG00000014967	ZSCAN25
ENSCAFG00000003302	MEAF6
ENSCAFG00000016896	TGFB1I1
ENSCAFG00000012903	RUNX3
ENSCAFG00000029286	CD7
ENSCAFG00000031039	YPEL5
ENSCAFG00000004382	MASTL
ENSCAFG00000008663	SOWAHB
ENSCAFG00000004694	PTCH2
ENSCAFG00000032379	PEG10
ENSCAFG00000001819	DMTF1
ENSCAFG00000011549	ELOVL6
ENSCAFG00000009846	NOL7
ENSCAFG00000013076	DTYMK
ENSCAFG00000018352	ASIC2
ENSCAFG00000007248	GNPTAB
ENSCAFG00000017411	EPOR
ENSCAFG00000016455	GNL3L
ENSCAFG00000005702	TOP2B
ENSCAFG00000017337	GALC
ENSCAFG00000001356	PDGFB
ENSCAFG00000008618	DSN1
ENSCAFG00000012325	PYROXD1
ENSCAFG00000018277	CKB
ENSCAFG00000005225	PLB1
ENSCAFG00000012219	GAS2L1
ENSCAFG00000003835	AK9
ENSCAFG00000009431	E2F8
ENSCAFG00000002525	COL15A1
ENSCAFG00000011729	HPS4
ENSCAFG00000014866	ZFYVE28
ENSCAFG00000010599	HYAL1
ENSCAFG00000015410	RCSD1
ENSCAFG00000012914	CLIC4
ENSCAFG00000005002	TIMP4
ENSCAFG00000002515	MACC1
ENSCAFG00000008112	CCDC66
ENSCAFG00000017914	CXorf57
ENSCAFG00000000968	FSTL4
ENSCAFG00000005005	TAMM41
ENSCAFG00000013683	POLR2J2
ENSCAFG00000031644	FBXL7
ENSCAFG00000030623	LAYN
ENSCAFG00000002865	NFE2L3
ENSCAFG00000019834	CPNE7
ENSCAFG00000019440	MECP2
ENSCAFG00000017589	TLE3
ENSCAFG00000000769	PARK2
ENSCAFG00000010118	MTRR
ENSCAFG00000007788	CAPG
ENSCAFG00000008706	GPR114
ENSCAFG00000005031	CCNT2
ENSCAFG00000005790	STAM2
ENSCAFG00000006953	PDGFRL
ENSCAFG00000012623	STX1A
ENSCAFG00000011468	HOMEZ
ENSCAFG00000007191	KIF2A
ENSCAFG00000001381	UHRF2
ENSCAFG00000016426	SNX8
ENSCAFG00000008485	MED12L
ENSCAFG00000010626	DDIT4L
ENSCAFG00000019506	CIRBP
ENSCAFG00000030799	ZNF250
ENSCAFG00000012827	TCN2
ENSCAFG00000012948	OGFOD3
ENSCAFG00000000463	ERICH5
ENSCAFG00000014586	USP5
ENSCAFG00000016934	NGFR
ENSCAFG00000014290	ANKH
ENSCAFG00000004711	KCTD2
ENSCAFG00000016086	MMRN2
ENSCAFG00000031152	PIM3
ENSCAFG00000019515	DPP7
ENSCAFG00000008330	CAMKK2
ENSCAFG00000023734	CCDC136
ENSCAFG00000004241	ASXL2
ENSCAFG00000018424	TOM1L2
ENSCAFG00000012773	USP21
ENSCAFG00000014965	GCH1
ENSCAFG00000015337	PLVAP
ENSCAFG00000008027	GDF5
ENSCAFG00000013481	CREB3L2
ENSCAFG00000009802	CYLD
ENSCAFG00000010129	FASTKD3
ENSCAFG00000002640	RIMS1
ENSCAFG00000012996	UBXN7
ENSCAFG00000024916	ABCA8
ENSCAFG00000013088	ING5
ENSCAFG00000011275	MARK1
ENSCAFG00000009895	IFT57
ENSCAFG00000002160	SPTLC1
ENSCAFG00000016387	RBPJ
ENSCAFG00000004875	IPO13
ENSCAFG00000014490	IGFBP2
ENSCAFG00000018524	HNRNPM
ENSCAFG00000016464	ZFYVE26
ENSCAFG00000007546	GIN1
ENSCAFG00000019696	NPRL3
ENSCAFG00000005480	DNAJC3
ENSCAFG00000000902	EFCAB6
ENSCAFG00000016921	SNX12
ENSCAFG00000005309	LBH
ENSCAFG00000012603	IFT46
ENSCAFG00000002110	PPP1R9A
ENSCAFG00000000241	HNRNPAB
ENSCAFG00000017552	S100A5
ENSCAFG00000030617	NXPH3
ENSCAFG00000012636	METTL8
ENSCAFG00000012079	MCAM
ENSCAFG00000017958	COL5A3
ENSCAFG00000007629	OTUD4
ENSCAFG00000016027	ZBTB25
ENSCAFG00000016942	SPOP
ENSCAFG00000006059	CSNK1D
ENSCAFG00000028514	TTPA
ENSCAFG00000010695	LSMEM2
ENSCAFG00000016515	PEAR1
ENSCAFG00000013268	DEPDC5
ENSCAFG00000013759	MEX3B
ENSCAFG00000003105	ANKRD6
ENSCAFG00000031630	GNG4
ENSCAFG00000012927	ALPK3
ENSCAFG00000013503	DGKG
ENSCAFG00000008333	TMEM161B
ENSCAFG00000011957	LSS
ENSCAFG00000018890	TXNDC11
ENSCAFG00000000566	ARSA
ENSCAFG00000023831	GPRIN1
ENSCAFG00000028857	TOMM20L
ENSCAFG00000004020	SYNGR4
ENSCAFG00000011946	RTFDC1
ENSCAFG00000013655	HMCN1
ENSCAFG00000006776	CIAO1
ENSCAFG00000030647	POLR3GL
ENSCAFG00000028865	NCMAP
ENSCAFG00000012947	RCAN3
ENSCAFG00000015803	SDCCAG8
ENSCAFG00000004029	TMEM143
ENSCAFG00000000590	PHAX
ENSCAFG00000002848	BCKDHB
ENSCAFG00000000772	QKI
ENSCAFG00000032095	RNF212
ENSCAFG00000011063	SERINC2
ENSCAFG00000004087	MAML2
ENSCAFG00000016030	ZBTB1
ENSCAFG00000018361	TMEM98
ENSCAFG00000015030	SLC23A3
ENSCAFG00000014070	TMEM42
ENSCAFG00000015377	KIAA0586
ENSCAFG00000004034	EMP3
ENSCAFG00000002191	DLX5
ENSCAFG00000010238	ADCY2
ENSCAFG00000011805	SC5D
ENSCAFG00000009772	THYN1
ENSCAFG00000016734	EFNB1
ENSCAFG00000012956	NIPAL3
ENSCAFG00000009248	DGKZ
ENSCAFG00000013356	SLC16A1
ENSCAFG00000001313	FANCE
ENSCAFG00000016640	SRCAP
ENSCAFG00000017511	NPR1
ENSCAFG00000004036	CCDC114
ENSCAFG00000012239	HDDC3
ENSCAFG00000009652	TWF1
ENSCAFG00000015938	PPP1R3F
ENSCAFG00000011268	B3GALNT2
ENSCAFG00000029757	MMD
ENSCAFG00000009317	TMEM45A
ENSCAFG00000006579	MEDAG
ENSCAFG00000016657	CDHR2
ENSCAFG00000008363	P2RX4
ENSCAFG00000009508	PHF7
ENSCAFG00000000192	SEMA6A
ENSCAFG00000005384	CCNB1IP1
ENSCAFG00000001899	COMMD8
ENSCAFG00000019018	PLIN5
ENSCAFG00000006585	ALOX5AP
ENSCAFG00000006759	KIAA1456
ENSCAFG00000019842	SPG7
ENSCAFG00000014989	WDHD1
ENSCAFG00000011405	TXNIP
ENSCAFG00000010183	VPRBP
ENSCAFG00000015771	TTC25
ENSCAFG00000011983	HSPBAP1
ENSCAFG00000001862	ZNF804B
ENSCAFG00000005812	SLC25A10
ENSCAFG00000015818	ACLY
ENSCAFG00000019068	LRRC42
ENSCAFG00000030771	LCLAT1
ENSCAFG00000004445	IPP
ENSCAFG00000004320	CNBP
ENSCAFG00000009343	SLC40A1
ENSCAFG00000030804	RNLS
ENSCAFG00000006555	PRKDC
ENSCAFG00000002341	HMGCLL1
ENSCAFG00000000326	UTRN
ENSCAFG00000004031	STIL
ENSCAFG00000005233	ASB13
ENSCAFG00000008635	SOGA1
ENSCAFG00000019534	MIDN
ENSCAFG00000008037	CEP250
ENSCAFG00000029557	TRMT61A
ENSCAFG00000005663	STARD10
ENSCAFG00000002702	COL12A1
ENSCAFG00000025045	HNRNPD
ENSCAFG00000029414	CARD8
ENSCAFG00000006421	GAS6
ENSCAFG00000018695	NIPBL
ENSCAFG00000005019	GATA3
ENSCAFG00000017646	SERPINA1
ENSCAFG00000011117	FABP3
ENSCAFG00000030344	TMEM243
ENSCAFG00000013382	PPM1J
ENSCAFG00000000364	WIF1
ENSCAFG00000029822	VPS26B
ENSCAFG00000010719	SEMA3B
ENSCAFG00000017072	EFNA3
ENSCAFG00000008811	RND1
ENSCAFG00000011471	PPP1R3E
ENSCAFG00000029098	POFUT2
ENSCAFG00000011181	ARFGEF2
ENSCAFG00000023748	ACRC
ENSCAFG00000006761	API5
ENSCAFG00000023689	LIPJ
ENSCAFG00000013068	ATF6
ENSCAFG00000005728	GINS4
ENSCAFG00000012566	VANGL2
ENSCAFG00000007215	YTHDF3
ENSCAFG00000018370	MYO1D
ENSCAFG00000032636	ZNF775
ENSCAFG00000030884	APOPT1
ENSCAFG00000023463	ITPR1
ENSCAFG00000019645	VAMP7
ENSCAFG00000010836	CENPE
ENSCAFG00000017907	GM2A
ENSCAFG00000017423	LPPR2
ENSCAFG00000031828	IGFBPL1
ENSCAFG00000001827	CROT
ENSCAFG00000008668	SEPT11
ENSCAFG00000030250	HRSP12
ENSCAFG00000019033	HDGFRP2
ENSCAFG00000019520	SAPCD2
ENSCAFG00000003549	ROCK2
ENSCAFG00000002519	ITGB8
ENSCAFG00000004848	KCTD14
ENSCAFG00000002014	USP46
ENSCAFG00000031787	ZNF655
ENSCAFG00000004829	LECT1
ENSCAFG00000018390	CXorf56
ENSCAFG00000009612	IFIT2
ENSCAFG00000001288	FAM83F
ENSCAFG00000024988	FRZB
ENSCAFG00000012259	MAN2A2
ENSCAFG00000032209	TYW3
ENSCAFG00000007659	SMAD1
ENSCAFG00000006085	CEBPZ
ENSCAFG00000009045	SENP1
ENSCAFG00000001701	RBFOX2
ENSCAFG00000005500	UGGT2
ENSCAFG00000010144	ELK4
ENSCAFG00000007986	ZNF366
ENSCAFG00000002996	ZNF483
ENSCAFG00000017014	KCTD13
ENSCAFG00000007593	PAM
ENSCAFG00000004041	C19orf68
ENSCAFG00000003000	PTGR1
ENSCAFG00000004572	GIMAP8
ENSCAFG00000012230	RASL10A
ENSCAFG00000018061	HMG20A
ENSCAFG00000010361	MCEE
ENSCAFG00000016239	MED24
ENSCAFG00000017530	ILF2
ENSCAFG00000010085	ATP10A
ENSCAFG00000004500	SYTL2
ENSCAFG00000006545	SLC25A3
ENSCAFG00000004046	LIG1
ENSCAFG00000009617	IFIT1
ENSCAFG00000019700	MPG
ENSCAFG00000029442	CTGF
ENSCAFG00000018285	KLC1
ENSCAFG00000009629	ZNF248
ENSCAFG00000017205	NUDCD2
ENSCAFG00000011177	SLC7A7
ENSCAFG00000004128	BBS7
ENSCAFG00000000809	RIBC2
ENSCAFG00000024466	EFNA4
ENSCAFG00000013272	MBTPS2
ENSCAFG00000015227	CYB5D2
ENSCAFG00000003200	SH3YL1
ENSCAFG00000001793	BTBD11
ENSCAFG00000031463	LHFPL3
ENSCAFG00000018402	UBE2A
ENSCAFG00000014112	KIF15
ENSCAFG00000007853	SAP30
ENSCAFG00000008081	TNPO1
ENSCAFG00000029116	FAM186A
ENSCAFG00000019703	RHBDF1
ENSCAFG00000000755	FNIP1
ENSCAFG00000019021	GOSR1
ENSCAFG00000007317	KCTD6
ENSCAFG00000014225	PAPPA2
ENSCAFG00000007119	CCM2L
ENSCAFG00000003181	C7orf49
ENSCAFG00000017369	PCTP
ENSCAFG00000014224	IKZF2
ENSCAFG00000012958	HEXDC
ENSCAFG00000029463	SPAG8
ENSCAFG00000015414	CREG1
ENSCAFG00000007340	PDHB
ENSCAFG00000017899	COX10
ENSCAFG00000030118	C2CD3
ENSCAFG00000010226	CDKAL1
ENSCAFG00000003821	ITGB1
ENSCAFG00000002885	HNRNPA2B1
ENSCAFG00000009632	TYRO3
ENSCAFG00000019072	HSPB11
ENSCAFG00000009030	NSUN3
ENSCAFG00000004186	PIP4K2A
ENSCAFG00000004574	GIMAP1
ENSCAFG00000003748	GEN1
ENSCAFG00000008299	NUP160
ENSCAFG00000011261	SSH1
ENSCAFG00000014679	PLEKHH3
ENSCAFG00000015620	HDAC6
ENSCAFG00000012994	GRHL3
ENSCAFG00000010955	PTHLH
ENSCAFG00000012384	CDK15
ENSCAFG00000009818	NOD2
ENSCAFG00000019368	C16orf59
ENSCAFG00000006163	EEA1
ENSCAFG00000004639	SUSD5
ENSCAFG00000008561	WDR54
ENSCAFG00000012880	ICOS
ENSCAFG00000013619	HNRNPH3
ENSCAFG00000004146	ORC5
ENSCAFG00000003132	MYO1G
ENSCAFG00000019372	CCNF
ENSCAFG00000016395	SMIM20
ENSCAFG00000012713	KIF1A
ENSCAFG00000018600	LEPR
ENSCAFG00000016699	FGFRL1
ENSCAFG00000023158	ZKSCAN5
ENSCAFG00000010530	CCDC80
ENSCAFG00000019077	YIPF1
ENSCAFG00000016145	KLHL5
ENSCAFG00000002964	LRRC4B
ENSCAFG00000003239	ETAA1
ENSCAFG00000015378	GTPBP3
ENSCAFG00000017434	TMEM205
ENSCAFG00000013058	DUSP12
ENSCAFG00000018912	RMI2
ENSCAFG00000023655	SULT1C4
ENSCAFG00000019843	ANKRD11
ENSCAFG00000019084	NDC1
ENSCAFG00000017216	TUFM
ENSCAFG00000004648	CRTAP
ENSCAFG00000000240	NHP2
ENSCAFG00000031595	VGLL4
ENSCAFG00000011816	DGKD
ENSCAFG00000002968	JOSD2
ENSCAFG00000010071	PDLIM5
ENSCAFG00000018008	GAREM
ENSCAFG00000008670	PTK2B
ENSCAFG00000009799	NCAPD3
ENSCAFG00000002195	ACN9
ENSCAFG00000030060	MFAP3
ENSCAFG00000005176	SEC14L1
ENSCAFG00000012557	NCSTN
ENSCAFG00000002403	CCDC180
ENSCAFG00000025422	DDX23
ENSCAFG00000017682	COG7
ENSCAFG00000014339	SLC29A3
ENSCAFG00000009574	SNRNP48
ENSCAFG00000008678	CCNI
ENSCAFG00000017138	CILP
ENSCAFG00000028915	RWDD3
ENSCAFG00000019149	PRRG3
ENSCAFG00000012682	PELI3
ENSCAFG00000002973	EMC10
ENSCAFG00000007857	SCRG1
ENSCAFG00000031252	ZNF594
ENSCAFG00000019536	ATP5D
ENSCAFG00000030990	C15orf59
ENSCAFG00000005926	FGF14
ENSCAFG00000002456	ZNF268
ENSCAFG00000032338	SNRNP25
ENSCAFG00000001221	PACSIN1
ENSCAFG00000003018	MFSD2A
ENSCAFG00000007858	HAND2
ENSCAFG00000016857	SEMA4A
ENSCAFG00000009055	JMY
ENSCAFG00000020404	CRYZ
ENSCAFG00000018119	TCOF1
ENSCAFG00000012067	AP1B1
ENSCAFG00000014890	TUBG2
ENSCAFG00000006783	TMEM127
ENSCAFG00000004656	ITGA8
ENSCAFG00000004377	ACBD5
ENSCAFG00000013955	DYNLT3
ENSCAFG00000005389	PARP2
ENSCAFG00000015416	ANO8
ENSCAFG00000002797	KLF4
ENSCAFG00000010710	KCTD3
ENSCAFG00000032716	EMCN
ENSCAFG00000000414	ATAT1
ENSCAFG00000025202	CA2
ENSCAFG00000005564	UCP2
ENSCAFG00000004116	PSMB1
ENSCAFG00000023758	CCDC59
ENSCAFG00000012962	C17orf62
ENSCAFG00000017438	RAB3D
ENSCAFG00000005993	C20orf196
ENSCAFG00000016892	ARMC5
ENSCAFG00000005950	TPP2
ENSCAFG00000000989	SERINC1
ENSCAFG00000005018	ATG7
ENSCAFG00000005378	HGSNAT
ENSCAFG00000017653	FAM114A2
ENSCAFG00000018382	PSMD11
ENSCAFG00000014131	C7orf57
ENSCAFG00000020102	ALG14
ENSCAFG00000017024	ZC2HC1C
ENSCAFG00000018920	CLEC16A
ENSCAFG00000007211	DIMT1
ENSCAFG00000020104	CNN3
ENSCAFG00000017207	CCNG1
ENSCAFG00000014110	DBF4B
ENSCAFG00000020335	PSKH1
ENSCAFG00000031976	ZNF10
ENSCAFG00000005022	TAF3
ENSCAFG00000020337	EDC4
ENSCAFG00000016035	PPP1R36
ENSCAFG00000002163	ROR2
ENSCAFG00000010319	PAPD7
ENSCAFG00000031048	ZNF84
ENSCAFG00000016052	SLC29A4
ENSCAFG00000010388	NADSYN1
ENSCAFG00000002974	FAM71E1
ENSCAFG00000002308	VWDE
ENSCAFG00000008709	CCDC102A
ENSCAFG00000018436	SREBF1
ENSCAFG00000023991	C19orf26
ENSCAFG00000010977	TIMMDC1
ENSCAFG00000005910	METTL25
ENSCAFG00000017028	NEK9
ENSCAFG00000000593	LMNB1
ENSCAFG00000007874	FBXO8
ENSCAFG00000000390	NUP43
ENSCAFG00000013413	RHOC
ENSCAFG00000010148	SLC45A3
ENSCAFG00000003373	DGKI
ENSCAFG00000025116	JPH2
ENSCAFG00000019845	SLC22A31
ENSCAFG00000019470	TTC34
ENSCAFG00000014873	MXD4
ENSCAFG00000003109	MDN1
ENSCAFG00000017521	TSPAN6
ENSCAFG00000020108	SLC44A3
ENSCAFG00000016121	SYT7
ENSCAFG00000009824	SNX20
ENSCAFG00000029891	SH2D1A
ENSCAFG00000018527	PRAM1
ENSCAFG00000019715	POLR3K
ENSCAFG00000006033	ZNF605
ENSCAFG00000014223	GIGYF1
ENSCAFG00000030544	PJA1
ENSCAFG00000016946	SLC35B1
ENSCAFG00000011278	HDHD1
ENSCAFG00000019538	STK11
ENSCAFG00000005997	GPCPD1
